"","SID","topic","article_number","scale_name","value","text","tone_pos","tone_neg"
"2029","s108","health",18,"msg_share_broad",12,"How exercise, specifically bicycling is very healthy for people and keeps them youthful.",7.69,0
"2030","s111","health",50,"msg_share_broad",65,"The effects on cholesterol that red meat vs white meat have.",0,0
"2031","s113","climate",87,"msg_share_broad",1,"Its about how large companies are facing large amounts of money in climate related risks",0,0
"2032","s115","health",56,"msg_share_broad",35,"Many of my family members suffer from obesity and diabetes. Getting in shape could be just the thing that brings us together and helps us live longer.",3.7,3.7
"2033","s117","climate",65,"msg_share_broad",70,"disobedience makes severe action",0,25
"2034","s119","health",6,"msg_share_broad",0,"This article does not surprise anyone.",0,0
"2035","s121","climate",79,"msg_share_broad",93,"A garbage patch in the Ocean may be bigger than originally thought.",0,0
"2036","s123","climate",5,"msg_share_broad",0,"I think it's a hook for an article on climate change, which would matter to people I know because climate change affects everyone.",0,0
"2037","s125","health",44,"msg_share_broad",0,"Some of my friends have nieces and nephews of this age",0,0
"2038","s127","climate",5,"msg_share_broad",57,"if skier are saved the snow for snow season",0,0
"2039","s132","health",2,"msg_share_broad",0,"Encouraging kids to eat healthy",20,0
"2040","s134","health",54,"msg_share_broad",3,"Being overweight can contribute to cancer as shown in certain parts of the U.S. versus other parts where the rate of weight-associated cancer is low.",0,4
"2041","s137","health",88,"msg_share_broad",24,"Many individuals I know personally use CBD oil religiously. despite the claims there is not firm evidence of what the oil actually does.",0,0
"2042","s140","health",90,"msg_share_broad",0,"Because everyone I know is having some hearing trouble",0,11.11
"2043","s143","climate",49,"msg_share_broad",44,"American cities recycles foreign garbage.",0,0
"2044","s146","health",100,"msg_share_broad",10,"The article is talking about the immune system and giving information on how effective it is against certain viruses.",5.26,0
"2045","s149","climate",79,"msg_share_broad",65,"The new study about Great Pacific Garbage Patch's Is Ballooning and counting.",16.67,0
"2046","s151","climate",11,"msg_share_broad",41,"Climate updates are a necessary event in life",0,0
"2047","s155","climate",67,"msg_share_broad",83,"This article matters to me because I want to reduce my footprint as much as possible.",0,0
"2048","s157","climate",15,"msg_share_broad",72,"The article about wilder storms.",0,0
"2049","s160","health",48,"msg_share_broad",54,"This is important because I always to gain strength fast",20,0
"2050","s163","health",24,"msg_share_broad",58,"Dr Blau, a cancer researcher who has cancer, has started a company to crowdsource a new individualized approach to how he handles and treats multiple myeloma.",3.85,0
"2051","s167","health",88,"msg_share_broad",0,"Deceptive health claims are bad for everyone and they personally disgust me.",0,16.67
"2052","s170","health",60,"msg_share_broad",83,"health benefit of using vitamin d",16.67,0
"2053","s177","climate",23,"msg_share_broad",17,"Many homes are being built in places that are prone to flooding
",0,0
"2054","s184","climate",93,"msg_share_broad",63,"Needs to bigger roll outs for solar energy because fossil fuels are killing the planet.",0,6.67
"2055","s186","climate",57,"msg_share_broad",75,"Paper bags generate more air pollutants than plastic. They generate more water pollutants than plastic.I should avoid them.",0,0
"2056","s189","climate",29,"msg_share_broad",0,"The oil industry continues to have its hands in the pockets of influential politicians.",0,0
"2057","s192","health",54,"msg_share_broad",58,"This matters to me because I don't want to gain excess weight and I want to be healthy.",0,0
"2058","s194","health",30,"msg_share_broad",6,"I am about to have a child so any tips on how to make my child smarter is helpful.",10.53,0
"2059","s196","health",32,"msg_share_broad",59,"It is about how drinking sugary drinks causes a short life span",0,0
"2060","s198","health",80,"msg_share_broad",91,"This article makes very fearful and anxious, that is relevant to my society.",0,15.38
"2061","s201","health",88,"msg_share_broad",2,"There's more doom and gloom about a substance that has been around since ancient times. We'd know more about it if it hadn't been treated like it was worse than the oxycontin they threw at everyone instead.",0,8.11
"2062","s204","climate",11,"msg_share_broad",0,"Climate meetings and reducing holiday waste.",16.67,0
"2063","s206","health",88,"msg_share_broad",91,"I dont know about the snake oil",0,0
"2064","s208","climate",57,"msg_share_broad",80,"its about plastic and paper both have downsides",0,0
"2065","s211","health",68,"msg_share_broad",0,"This article is relevant to me personally because it demonstrates how natural foods are still better than man-made alternatives when it comes to recovery. Bananas are a natural replacement for carbohydrates after exercise and help to boost recovery and may do so better than sports drinks which are significantly more expensive",9.8,0
"2066","s214","health",42,"msg_share_broad",87,"figure out if food nutrients go up or down after being cooked",8.33,0
"2067","s216","health",10,"msg_share_broad",0,"It is about the side effects of dietary supplements.",0,0
"2068","s218","health",52,"msg_share_broad",39,"meat will increase women breast cancer level",0,0
"2069","s222","climate",3,"msg_share_broad",57,"A federal judge in New York called a lawsuit brought by Exxon Mobil against state attorneys general in New York and Massachusetts “implausible.”",8.7,0
"2070","s224","climate",83,"msg_share_broad",0,"I can help in a Green sense by changing energy provider.",9.09,0
"2071","s230","climate",35,"msg_share_broad",12,"The Arctic Council was unable to issue a joint statement on climate change because the U.S. blocked it. Climate change is important to me because I feel we have a lot of bad information from non-scientists who have a vested interest in their views. I want the evidence to broad based and backed up by data. Proper interpretation of climate helps determine where public funding goes. That is reflected in my tax dollars.",2.74,1.37
"2072","s235","health",80,"msg_share_broad",85,"This is to add to the population of people with the ability to easily handle dangerous procedures",0,5.88
"2073","s237","climate",67,"msg_share_broad",72,"PLASTIC DOES NOT DEGRADE",0,0
"2074","s243","climate",65,"msg_share_broad",65,"Greta's journey. See how she got here",0,0
"2075","s248","climate",11,"msg_share_broad",83,"Our climate scientists should analyze the things behind natural disasters. If they properly do this thing, definitely they will find proper reason for climate change or global warming.",0,0
"2076","s250","health",62,"msg_share_broad",83,"This article is about Running and runners.",0,0
"2077","s255","climate",57,"msg_share_broad",0,"The pro and cons to choosing either paper or plastic bags at the grocery store.",0,0
"2078","s258","climate",11,"msg_share_broad",100,"During holidays lots of food will waste and there are so many people do have food eat so share with them.",4.76,0
"2079","s260","climate",59,"msg_share_broad",5,"Trying to figure out rising sea waters can earn companies a lot of money/",0,0
"2080","s262","climate",59,"msg_share_broad",62,"Climate change is real and we should all be paying attention to it right now.",0,0
"2081","s268","climate",49,"msg_share_broad",100,"The article tells that the recycling is not really being done that China really stopped using foreign garbage",0,0
"2082","s273","health",0,"msg_share_broad",70,"i think breakfast is super important so this article would interest me.",16.67,0
"2083","s275","climate",59,"msg_share_broad",13,"I know some people that live in these 'at risk' places.",0,0
"2084","s277","climate",99,"msg_share_broad",97,"climate changes causes various natural disasters",0,0
"2085","s279","health",34,"msg_share_broad",89,"This article matters to people to understand the cardiovascular fitness were less likely to develop dementia.",0,0
"2086","s281","climate",3,"msg_share_broad",2,"Exxon’s case on climate investigation is not going to go forward because the court has declared the suit to be implausible.",0,0
"2087","s287","health",34,"msg_share_broad",5,"It matters to me because it makes me hopeful that if I exercise I can ward off dementia.",5.56,0
"2088","s292","health",78,"msg_share_broad",4,"We may be able to cut down on exercise to help us lose weight.",7.14,7.14
"2089","s295","climate",107,"msg_share_broad",31,"Because most of the people I know use deodorant",0,0
"2090","s299","climate",27,"msg_share_broad",0,"People can take action to preserve our planet and inspire change!",9.09,0
"2091","s301","health",68,"msg_share_broad",1,"Bananas replacing sports drinks.",0,0
"2092","s305","climate",91,"msg_share_broad",0,"I live in a city that has flooded a lot recently, so I am worried about how heat waves will impact me",0,4.55
